
LINEST FOR Y,,,LINEST FOR U,,,LINEST FOR V,
=INDEX(LINEST(A14:A7013;B14:B7013;1;1);1;1),=INDEX(LINEST(A14:A7013;B14:B7013;1;1);1;2),,=INDEX(LINEST(D14:D7013;E14:E7013;1;1);1;1),=INDEX(LINEST(D14:D7013;E14:E7013;1;1);1;2),,=INDEX(LINEST(G14:G7013;H14:H7013;1;1);1;1),=INDEX(LINEST(G14:G7013;H14:H7013;1;1);1;2),,
21,18.732,blue,127,126.225,blue,124,128.812,blue,
20,18.732,blue,124,126.225,blue,124,128.812,blue,
19,18.732,blue,129,126.225,blue,126,128.812,blue,
19,18.732,blue,125,126.225,blue,127,128.812,blue,
20,18.732,blue,126,126.225,blue,130,128.812,blue,
20,18.732,blue,126,126.225,blue,126,128.812,blue,
18,18.732,blue,127,126.225,blue,131,128.812,blue,
20,18.732,blue,126,126.225,blue,127,128.812,blue,
19,18.732,blue,125,126.225,blue,128,128.812,blue,
19,18.732,blue,126,126.225,blue,126,128.812,blue,
19,18.732,blue,128,126.225,blue,130,128.812,blue,
20,18.732,blue,124,126.225,blue,127,128.812,blue,
20,18.732,blue,126,126.225,blue,124,128.812,blue,
18,18.732,blue,127,126.225,blue,127,128.812,blue,
20,18.732,blue,127,126.225,blue,126,128.812,blue,
20,18.732,blue,127,126.225,blue,126,128.812,blue,
20,18.732,blue,125,126.225,blue,127,128.812,blue,
19,18.732,blue,130,126.225,blue,126,128.812,blue,
19,18.732,blue,128,126.225,blue,127,128.812,blue,
20,18.732,blue,124,126.225,blue,124,128.812,blue,
19,18.732,blue,127,126.225,blue,126,128.812,blue,
21,18.732,blue,127,126.225,blue,125,128.812,blue,
19,18.732,blue,130,126.225,blue,125,128.812,blue,
19,18.732,blue,131,126.225,blue,128,128.812,blue,
21,18.732,blue,123,126.225,blue,124,128.812,blue,
18,18.732,blue,128,126.225,blue,127,128.812,blue,
20,18.732,blue,127,126.225,blue,126,128.812,blue,
18,18.732,blue,126,126.225,blue,131,128.812,blue,
19,18.732,blue,128,126.225,blue,128,128.812,blue,
20,18.732,blue,126,126.225,blue,126,128.812,blue,
19,18.732,blue,126,126.225,blue,126,128.812,blue,
20,18.732,blue,127,126.225,blue,125,128.812,blue,
19,18.732,blue,127,126.225,blue,126,128.812,blue,
19,18.732,blue,128,126.225,blue,127,128.812,blue,
20,18.732,blue,127,126.225,blue,125,128.812,blue,
20,18.732,blue,126,126.225,blue,126,128.812,blue,
20,18.732,blue,123,126.225,blue,124,128.812,blue,
18,18.732,blue,125,126.225,blue,129,128.812,blue,
19,18.732,blue,128,126.225,blue,127,128.812,blue,
18,18.732,blue,127,126.225,blue,128,128.812,blue,
19,18.732,blue,125,126.225,blue,127,128.812,blue,
21,18.732,blue,128,126.225,blue,125,128.812,blue,
18,18.732,blue,126,126.225,blue,127,128.812,blue,
18,18.732,blue,129,126.225,blue,128,128.812,blue,
19,18.732,blue,127,126.225,blue,130,128.812,blue,
19,18.732,blue,126,126.225,blue,126,128.812,blue,
17,18.732,blue,125,126.225,blue,130,128.812,blue,
20,18.732,blue,125,126.225,blue,129,128.812,blue,
19,18.732,blue,124,126.225,blue,126,128.812,blue,
19,18.732,blue,126,126.225,blue,125,128.812,blue,
18,18.732,blue,127,126.225,blue,129,128.812,blue,
19,18.732,blue,125,126.225,blue,129,128.812,blue,
18,18.732,blue,126,126.225,blue,129,128.812,blue,
20,18.732,blue,127,126.225,blue,127,128.812,blue,
18,18.732,blue,128,126.225,blue,128,128.812,blue,
19,18.732,blue,127,126.225,blue,127,128.812,blue,
20,18.732,blue,126,126.225,blue,127,128.812,blue,
19,18.732,blue,129,126.225,blue,126,128.812,blue,
20,18.732,blue,129,126.225,blue,126,128.812,blue,
19,18.732,blue,127,126.225,blue,125,128.812,blue,
19,18.732,blue,125,126.225,blue,127,128.812,blue,
18,18.732,blue,130,126.225,blue,131,128.812,blue,
17,18.732,blue,128,126.225,blue,127,128.812,blue,
18,18.732,blue,128,126.225,blue,127,128.812,blue,
19,18.732,blue,126,126.225,blue,133,128.812,blue,
18,18.732,blue,125,126.225,blue,131,128.812,blue,
19,18.732,blue,127,126.225,blue,129,128.812,blue,
20,18.732,blue,125,126.225,blue,126,128.812,blue,
19,18.732,blue,125,126.225,blue,128,128.812,blue,
18,18.732,blue,126,126.225,blue,128,128.812,blue,
20,18.732,blue,125,126.225,blue,131,128.812,blue,
19,18.732,blue,125,126.225,blue,125,128.812,blue,
19,18.732,blue,125,126.225,blue,131,128.812,blue,
20,18.732,blue,124,126.225,blue,131,128.812,blue,
20,18.732,blue,126,126.225,blue,125,128.812,blue,
20,18.732,blue,130,126.225,blue,126,128.812,blue,
20,18.732,blue,126,126.225,blue,128,128.812,blue,
19,18.732,blue,128,126.225,blue,131,128.812,blue,
21,18.732,blue,127,126.225,blue,126,128.812,blue,
19,18.732,blue,125,126.225,blue,124,128.812,blue,
20,18.732,blue,127,126.225,blue,128,128.812,blue,
20,18.732,blue,127,126.225,blue,125,128.812,blue,
20,18.732,blue,130,126.225,blue,125,128.812,blue,
20,18.732,blue,132,126.225,blue,130,128.812,blue,
19,18.732,blue,127,126.225,blue,126,128.812,blue,
19,18.732,blue,127,126.225,blue,134,128.812,blue,
20,18.732,blue,127,126.225,blue,129,128.812,blue,
19,18.732,blue,128,126.225,blue,126,128.812,blue,
20,18.732,blue,124,126.225,blue,127,128.812,blue,
19,18.732,blue,125,126.225,blue,128,128.812,blue,
19,18.732,blue,128,126.225,blue,133,128.812,blue,
21,18.732,blue,126,126.225,blue,126,128.812,blue,
21,18.732,blue,126,126.225,blue,124,128.812,blue,
21,18.732,blue,128,126.225,blue,125,128.812,blue,
19,18.732,blue,127,126.225,blue,127,128.812,blue,
19,18.732,blue,130,126.225,blue,129,128.812,blue,
19,18.732,blue,129,126.225,blue,130,128.812,blue,
18,18.732,blue,130,126.225,blue,128,128.812,blue,
20,18.732,blue,126,126.225,blue,127,128.812,blue,
19,18.732,blue,126,126.225,blue,127,128.812,blue,
20,18.732,blue,125,126.225,blue,128,128.812,blue,
21,18.732,blue,128,126.225,blue,124,128.812,blue,
21,18.732,blue,127,126.225,blue,125,128.812,blue,
18,18.732,blue,125,126.225,blue,126,128.812,blue,
20,18.732,blue,128,126.225,blue,128,128.812,blue,
19,18.732,blue,126,126.225,blue,128,128.812,blue,
19,18.732,blue,129,126.225,blue,127,128.812,blue,
20,18.732,blue,126,126.225,blue,126,128.812,blue,
19,18.732,blue,124,126.225,blue,130,128.812,blue,
19,18.732,blue,128,126.225,blue,127,128.812,blue,
20,18.732,blue,125,126.225,blue,125,128.812,blue,
20,18.732,blue,126,126.225,blue,126,128.812,blue,
21,18.732,blue,125,126.225,blue,127,128.812,blue,
20,18.732,blue,127,126.225,blue,125,128.812,blue,
19,18.732,blue,125,126.225,blue,127,128.812,blue,
19,18.732,blue,128,126.225,blue,130,128.812,blue,
18,18.732,blue,127,126.225,blue,133,128.812,blue,
20,18.732,blue,126,126.225,blue,126,128.812,blue,
21,18.732,blue,123,126.225,blue,124,128.812,blue,
18,18.732,blue,125,126.225,blue,126,128.812,blue,
20,18.732,blue,129,126.225,blue,127,128.812,blue,
20,18.732,blue,125,126.225,blue,125,128.812,blue,
19,18.732,blue,127,126.225,blue,127,128.812,blue,
20,18.732,blue,131,126.225,blue,128,128.812,blue,
18,18.732,blue,127,126.225,blue,129,128.812,blue,
20,18.732,blue,126,126.225,blue,127,128.812,blue,
18,18.732,blue,126,126.225,blue,128,128.812,blue,
22,18.732,blue,125,126.225,blue,128,128.812,blue,
19,18.732,blue,127,126.225,blue,124,128.812,blue,
18,18.732,blue,127,126.225,blue,131,128.812,blue,
20,18.732,blue,126,126.225,blue,131,128.812,blue,
21,18.732,blue,123,126.225,blue,123,128.812,blue,
19,18.732,blue,126,126.225,blue,130,128.812,blue,
20,18.732,blue,130,126.225,blue,128,128.812,blue,
18,18.732,blue,126,126.225,blue,128,128.812,blue,
19,18.732,blue,126,126.225,blue,130,128.812,blue,
18,18.732,blue,125,126.225,blue,128,128.812,blue,
18,18.732,blue,128,126.225,blue,131,128.812,blue,
18,18.732,blue,128,126.225,blue,129,128.812,blue,
19,18.732,blue,130,126.225,blue,128,128.812,blue,
18,18.732,blue,127,126.225,blue,132,128.812,blue,
20,18.732,blue,128,126.225,blue,125,128.812,blue,
19,18.732,blue,127,126.225,blue,127,128.812,blue,
18,18.732,blue,129,126.225,blue,132,128.812,blue,
19,18.732,blue,127,126.225,blue,125,128.812,blue,
18,18.732,blue,127,126.225,blue,136,128.812,blue,
18,18.732,blue,125,126.225,blue,134,128.812,blue,
19,18.732,blue,126,126.225,blue,132,128.812,blue,
19,18.732,blue,130,126.225,blue,128,128.812,blue,
20,18.732,blue,125,126.225,blue,130,128.812,blue,
18,18.732,blue,124,126.225,blue,128,128.812,blue,
19,18.732,blue,126,126.225,blue,131,128.812,blue,
19,18.732,blue,126,126.225,blue,130,128.812,blue,
19,18.732,blue,127,126.225,blue,129,128.812,blue,
20,18.732,blue,126,126.225,blue,128,128.812,blue,
19,18.732,blue,125,126.225,blue,129,128.812,blue,
18,18.732,blue,126,126.225,blue,130,128.812,blue,
19,18.732,blue,127,126.225,blue,127,128.812,blue,
20,18.732,blue,129,126.225,blue,129,128.812,blue,
19,18.732,blue,125,126.225,blue,128,128.812,blue,
19,18.732,blue,126,126.225,blue,131,128.812,blue,
19,18.732,blue,130,126.225,blue,130,128.812,blue,
19,18.732,blue,128,126.225,blue,128,128.812,blue,
20,18.732,blue,130,126.225,blue,127,128.812,blue,
19,18.732,blue,126,126.225,blue,128,128.812,blue,
19,18.732,blue,125,126.225,blue,129,128.812,blue,
19,18.732,blue,124,126.225,blue,130,128.812,blue,
18,18.732,blue,128,126.225,blue,127,128.812,blue,
18,18.732,blue,128,126.225,blue,131,128.812,blue,
20,18.732,blue,125,126.225,blue,131,128.812,blue,
18,18.732,blue,126,126.225,blue,129,128.812,blue,
19,18.732,blue,127,126.225,blue,131,128.812,blue,
21,18.732,blue,125,126.225,blue,125,128.812,blue,
20,18.732,blue,127,126.225,blue,129,128.812,blue,
19,18.732,blue,125,126.225,blue,127,128.812,blue,
19,18.732,blue,127,126.225,blue,128,128.812,blue,
19,18.732,blue,128,126.225,blue,128,128.812,blue,
21,18.732,blue,126,126.225,blue,127,128.812,blue,
19,18.732,blue,126,126.225,blue,127,128.812,blue,
17,18.732,blue,128,126.225,blue,129,128.812,blue,
18,18.732,blue,129,126.225,blue,126,128.812,blue,
19,18.732,blue,127,126.225,blue,128,128.812,blue,
20,18.732,blue,127,126.225,blue,127,128.812,blue,
20,18.732,blue,125,126.225,blue,124,128.812,blue,
20,18.732,blue,124,126.225,blue,129,128.812,blue,
19,18.732,blue,127,126.225,blue,130,128.812,blue,
19,18.732,blue,128,126.225,blue,126,128.812,blue,
20,18.732,blue,127,126.225,blue,127,128.812,blue,
19,18.732,blue,124,126.225,blue,124,128.812,blue,
18,18.732,blue,127,126.225,blue,132,128.812,blue,
17,18.732,blue,126,126.225,blue,128,128.812,blue,
21,18.732,blue,125,126.225,blue,125,128.812,blue,
19,18.732,blue,126,126.225,blue,125,128.812,blue,
19,18.732,blue,125,126.225,blue,125,128.812,blue,
18,18.732,blue,124,126.225,blue,129,128.812,blue,
19,18.732,blue,130,126.225,blue,129,128.812,blue,
18,18.732,blue,130,126.225,blue,128,128.812,blue,
19,18.732,blue,129,126.225,blue,132,128.812,blue,
20,18.732,blue,124,126.225,blue,126,128.812,blue,
18,18.732,blue,129,126.225,blue,126,128.812,blue,
18,18.732,blue,126,126.225,blue,129,128.812,blue,
21,18.732,blue,124,126.225,blue,128,128.812,blue,
20,18.732,blue,127,126.225,blue,127,128.812,blue,
20,18.732,blue,130,126.225,blue,125,128.812,blue,
20,18.732,blue,124,126.225,blue,125,128.812,blue,
18,18.732,blue,128,126.225,blue,127,128.812,blue,
18,18.732,blue,129,126.225,blue,133,128.812,blue,
19,18.732,blue,125,126.225,blue,132,128.812,blue,
20,18.732,blue,125,126.225,blue,126,128.812,blue,
18,18.732,blue,128,126.225,blue,126,128.812,blue,
18,18.732,blue,127,126.225,blue,131,128.812,blue,
19,18.732,blue,126,126.225,blue,131,128.812,blue,
19,18.732,blue,128,126.225,blue,126,128.812,blue,
17,18.732,blue,128,126.225,blue,130,128.812,blue,
20,18.732,blue,126,126.225,blue,127,128.812,blue,
19,18.732,blue,126,126.225,blue,127,128.812,blue,
20,18.732,blue,127,126.225,blue,129,128.812,blue,
19,18.732,blue,125,126.225,blue,126,128.812,blue,
19,18.732,blue,127,126.225,blue,126,128.812,blue,
19,18.732,blue,128,126.225,blue,129,128.812,blue,
18,18.732,blue,125,126.225,blue,127,128.812,blue,
19,18.732,blue,128,126.225,blue,128,128.812,blue,
19,18.732,blue,129,126.225,blue,128,128.812,blue,
19,18.732,blue,125,126.225,blue,128,128.812,blue,
18,18.732,blue,124,126.225,blue,124,128.812,blue,
18,18.732,blue,127,126.225,blue,131,128.812,blue,
19,18.732,blue,129,126.225,blue,127,128.812,blue,
20,18.732,blue,127,126.225,blue,125,128.812,blue,
19,18.732,blue,126,126.225,blue,125,128.812,blue,
20,18.732,blue,124,126.225,blue,130,128.812,blue,
20,18.732,blue,124,126.225,blue,126,128.812,blue,
18,18.732,blue,125,126.225,blue,126,128.812,blue,
19,18.732,blue,125,126.225,blue,128,128.812,blue,
19,18.732,blue,125,126.225,blue,129,128.812,blue,
20,18.732,blue,125,126.225,blue,125,128.812,blue,
18,18.732,blue,126,126.225,blue,125,128.812,blue,
20,18.732,blue,127,126.225,blue,126,128.812,blue,
20,18.732,blue,125,126.225,blue,124,128.812,blue,
19,18.732,blue,130,126.225,blue,125,128.812,blue,
19,18.732,blue,126,126.225,blue,126,128.812,blue,
19,18.732,blue,125,126.225,blue,126,128.812,blue,
20,18.732,blue,127,126.225,blue,126,128.812,blue,
19,18.732,blue,126,126.225,blue,126,128.812,blue,
17,18.732,blue,125,126.225,blue,130,128.812,blue,
18,18.732,blue,126,126.225,blue,133,128.812,blue,
19,18.732,blue,127,126.225,blue,129,128.812,blue,
19,18.732,blue,126,126.225,blue,125,128.812,blue,
19,18.732,blue,129,126.225,blue,129,128.812,blue,
19,18.732,blue,125,126.225,blue,130,128.812,blue,
17,18.732,blue,125,126.225,blue,128,128.812,blue,
18,18.732,blue,126,126.225,blue,127,128.812,blue,
19,18.732,blue,127,126.225,blue,128,128.812,blue,
19,18.732,blue,128,126.225,blue,128,128.812,blue,
19,18.732,blue,126,126.225,blue,125,128.812,blue,
20,18.732,blue,129,126.225,blue,126,128.812,blue,
20,18.732,blue,124,126.225,blue,125,128.812,blue,
21,18.732,blue,126,126.225,blue,126,128.812,blue,
19,18.732,blue,125,126.225,blue,128,128.812,blue,
19,18.732,blue,127,126.225,blue,126,128.812,blue,
19,18.732,blue,127,126.225,blue,128,128.812,blue,
19,18.732,blue,124,126.225,blue,127,128.812,blue,
19,18.732,blue,127,126.225,blue,127,128.812,blue,
18,18.732,blue,127,126.225,blue,129,128.812,blue,
17,18.732,blue,126,126.225,blue,126,128.812,blue,
20,18.732,blue,126,126.225,blue,128,128.812,blue,
19,18.732,blue,124,126.225,blue,125,128.812,blue,
20,18.732,blue,128,126.225,blue,126,128.812,blue,
18,18.732,blue,126,126.225,blue,128,128.812,blue,
19,18.732,blue,125,126.225,blue,131,128.812,blue,
19,18.732,blue,124,126.225,blue,127,128.812,blue,
19,18.732,blue,127,126.225,blue,130,128.812,blue,
20,18.732,blue,128,126.225,blue,127,128.812,blue,
17,18.732,blue,127,126.225,blue,129,128.812,blue,
17,18.732,blue,126,126.225,blue,135,128.812,blue,
19,18.732,blue,126,126.225,blue,128,128.812,blue,
21,18.732,blue,127,126.225,blue,125,128.812,blue,
19,18.732,blue,125,126.225,blue,127,128.812,blue,
20,18.732,blue,127,126.225,blue,129,128.812,blue,
20,18.732,blue,127,126.225,blue,125,128.812,blue,
20,18.732,blue,124,126.225,blue,124,128.812,blue,
19,18.732,blue,125,126.225,blue,125,128.812,blue,
18,18.732,blue,127,126.225,blue,128,128.812,blue,
20,18.732,blue,126,126.225,blue,125,128.812,blue,
19,18.732,blue,126,126.225,blue,124,128.812,blue,
20,18.732,blue,125,126.225,blue,127,128.812,blue,
17,18.732,blue,128,126.225,blue,130,128.812,blue,
19,18.732,blue,126,126.225,blue,130,128.812,blue,
19,18.732,blue,128,126.225,blue,129,128.812,blue,
18,18.732,blue,127,126.225,blue,129,128.812,blue,
18,18.732,blue,126,126.225,blue,127,128.812,blue,
19,18.732,blue,125,126.225,blue,126,128.812,blue,
19,18.732,blue,129,126.225,blue,127,128.812,blue,
19,18.732,blue,126,126.225,blue,128,128.812,blue,
19,18.732,blue,127,126.225,blue,125,128.812,blue,
20,18.732,blue,127,126.225,blue,126,128.812,blue,
19,18.732,blue,127,126.225,blue,125,128.812,blue,
20,18.732,blue,125,126.225,blue,125,128.812,blue,
19,18.732,blue,125,126.225,blue,126,128.812,blue,
20,18.732,blue,127,126.225,blue,129,128.812,blue,
19,18.732,blue,123,126.225,blue,129,128.812,blue,
19,18.732,blue,125,126.225,blue,127,128.812,blue,
19,18.732,blue,129,126.225,blue,127,128.812,blue,
21,18.732,blue,125,126.225,blue,125,128.812,blue,
19,18.732,blue,126,126.225,blue,126,128.812,blue,
18,18.732,blue,126,126.225,blue,129,128.812,blue,
20,18.732,blue,125,126.225,blue,125,128.812,blue,
19,18.732,blue,126,126.225,blue,126,128.812,blue,
20,18.732,blue,124,126.225,blue,124,128.812,blue,
20,18.732,blue,126,126.225,blue,124,128.812,blue,
18,18.732,blue,124,126.225,blue,126,128.812,blue,
18,18.732,blue,126,126.225,blue,132,128.812,blue,
20,18.732,blue,126,126.225,blue,125,128.812,blue,
18,18.732,blue,127,126.225,blue,128,128.812,blue,
18,18.732,blue,127,126.225,blue,129,128.812,blue,
18,18.732,blue,125,126.225,blue,125,128.812,blue,
19,18.732,blue,128,126.225,blue,127,128.812,blue,
20,18.732,blue,126,126.225,blue,125,128.812,blue,
17,18.732,blue,128,126.225,blue,126,128.812,blue,
19,18.732,blue,128,126.225,blue,126,128.812,blue,
18,18.732,blue,124,126.225,blue,127,128.812,blue,
18,18.732,blue,127,126.225,blue,129,128.812,blue,
18,18.732,blue,128,126.225,blue,128,128.812,blue,
20,18.732,blue,128,126.225,blue,128,128.812,blue,
18,18.732,blue,125,126.225,blue,126,128.812,blue,
19,18.732,blue,126,126.225,blue,130,128.812,blue,
19,18.732,blue,126,126.225,blue,126,128.812,blue,
18,18.732,blue,126,126.225,blue,130,128.812,blue,
19,18.732,blue,127,126.225,blue,127,128.812,blue,
21,18.732,blue,129,126.225,blue,124,128.812,blue,
20,18.732,blue,123,126.225,blue,124,128.812,blue,
18,18.732,blue,128,126.225,blue,126,128.812,blue,
19,18.732,blue,127,126.225,blue,127,128.812,blue,
19,18.732,blue,126,126.225,blue,127,128.812,blue,
18,18.732,blue,127,126.225,blue,128,128.812,blue,
18,18.732,blue,127,126.225,blue,127,128.812,blue,
19,18.732,blue,130,126.225,blue,130,128.812,blue,
18,18.732,blue,125,126.225,blue,128,128.812,blue,
19,18.732,blue,129,126.225,blue,127,128.812,blue,
20,18.732,blue,125,126.225,blue,125,128.812,blue,
19,18.732,blue,127,126.225,blue,124,128.812,blue,
18,18.732,blue,127,126.225,blue,128,128.812,blue,
21,18.732,blue,125,126.225,blue,126,128.812,blue,
18,18.732,blue,127,126.225,blue,125,128.812,blue,
19,18.732,blue,128,126.225,blue,126,128.812,blue,
19,18.732,blue,126,126.225,blue,127,128.812,blue,
17,18.732,blue,126,126.225,blue,130,128.812,blue,
17,18.732,blue,126,126.225,blue,128,128.812,blue,
19,18.732,blue,127,126.225,blue,127,128.812,blue,
19,18.732,blue,124,126.225,blue,126,128.812,blue,
18,18.732,blue,126,126.225,blue,132,128.812,blue,
17,18.732,blue,126,126.225,blue,134,128.812,blue,
18,18.732,blue,124,126.225,blue,129,128.812,blue,
18,18.732,blue,127,126.225,blue,129,128.812,blue,
20,18.732,blue,125,126.225,blue,126,128.812,blue,
18,18.732,blue,127,126.225,blue,131,128.812,blue,
17,18.732,blue,126,126.225,blue,126,128.812,blue,
19,18.732,blue,125,126.225,blue,130,128.812,blue,
18,18.732,blue,126,126.225,blue,129,128.812,blue,
19,18.732,blue,128,126.225,blue,126,128.812,blue,
19,18.732,blue,128,126.225,blue,129,128.812,blue,
19,18.732,blue,125,126.225,blue,129,128.812,blue,
17,18.732,blue,125,126.225,blue,131,128.812,blue,
18,18.732,blue,127,126.225,blue,128,128.812,blue,
19,18.732,blue,127,126.225,blue,129,128.812,blue,
18,18.732,blue,126,126.225,blue,126,128.812,blue,
17,18.732,blue,127,126.225,blue,128,128.812,blue,
18,18.732,blue,126,126.225,blue,127,128.812,blue,
18,18.732,blue,127,126.225,blue,129,128.812,blue,
20,18.732,blue,126,126.225,blue,129,128.812,blue,
18,18.732,blue,124,126.225,blue,125,128.812,blue,
19,18.732,blue,127,126.225,blue,128,128.812,blue,
19,18.732,blue,125,126.225,blue,125,128.812,blue,
17,18.732,blue,126,126.225,blue,127,128.812,blue,
19,18.732,blue,125,126.225,blue,128,128.812,blue,
19,18.732,blue,128,126.225,blue,125,128.812,blue,
19,18.732,blue,128,126.225,blue,126,128.812,blue,
18,18.732,blue,128,126.225,blue,126,128.812,blue,
21,18.732,blue,131,126.225,blue,126,128.812,blue,
20,18.732,blue,123,126.225,blue,125,128.812,blue,
19,18.732,blue,126,126.225,blue,126,128.812,blue,
17,18.732,blue,130,126.225,blue,130,128.812,blue,
18,18.732,blue,126,126.225,blue,126,128.812,blue,
18,18.732,blue,128,126.225,blue,128,128.812,blue,
18,18.732,blue,129,126.225,blue,126,128.812,blue,
17,18.732,blue,126,126.225,blue,130,128.812,blue,
17,18.732,blue,128,126.225,blue,130,128.812,blue,
19,18.732,blue,125,126.225,blue,127,128.812,blue,
18,18.732,blue,127,126.225,blue,127,128.812,blue,
19,18.732,blue,127,126.225,blue,127,128.812,blue,
18,18.732,blue,126,126.225,blue,128,128.812,blue,
